File Name,Artist,Title,Iconography,Earliest Date,Latest Date,Genre,Material,Photo Archive,Image Credits,Details URL,Additional Information,Iconclass code,License,Description,Keywords,Language
Joconde_ii_0035624.jpg,"DUPLESSIS Jean-Claude (attribué à), manufacture de Sèvres",Théière,theiere,1750,1774.0,"dessin, arts décoratifs","plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031441/0035624.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031441,,,,,,
Joconde_ii_0111126.jpg,manufacture de Sèvres,Théière,theiere,1850,1899.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042798/0111126.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042798,,,,,,
Joconde_ii_0110612.jpg,"AVISSE Paul Alexandre, manufacture de Sèvres",Théière,theiere,1850,1899.0,"dessin, arts décoratifs","graphite, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042497/0110612.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042497,,,,1906 correspond à la date d'inscription sur l'inventaire,,
Joconde_ii_0110794.jpg,"AVISSE Paul Alexandre, manufacture de Sèvres",Théière,theiere,1850,1899.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042501/0110794.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042501,,,,1906 correspond à la date d'inscription sur l'inventaire,,
Joconde_ii_0110586.jpg,"AVISSE Paul Alexandre, manufacture de Sèvres",Théière,theiere,1850,1899.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042509/0110586.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042509,,,,1906 correspond à la date d'inscription sur l'inventaire,,
Joconde_ii_0110281.jpg,manufacture de Sèvres,Théière,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041343/0110281.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041343,,,,,,
Joconde_ii_0035656.jpg,manufacture de Sèvres,Théière persane,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031673/0035656.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031673,"Décoration en or et coloris sur la partie gauche du dessin : frises sur fond rouge ou bleu de rinceaux, palmettes et soleils; bec doré en forme de dragon; aigles aux extrémités de l'an dorée; Décoration d'une théière persane exécutée vers 1840",,,,,
Joconde_ii_0035672.jpg,"REGNIER Hyacinthe, manufacture de Sèvres",Théière Régnier,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031757/0035672.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031757,Décor en grisaille d'une théière; Théière du déjeuner Régnier,,,,,
Joconde_ii_0036188.jpg,"BODSON, manufacture de Sèvres",Théière Pestum,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032406/0036188.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032406,"Décoration en coloris : grecques sur le couvercle; motifs de grotesque et signum romain; anse, bec et pied dorés; Théière",,,,,
Joconde_ii_0110459.jpg,manufacture de Sèvres,Théière Asselin,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041328/0110459.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041328,,,,,,
Joconde_ii_0110241.jpg,manufacture de Sèvres,Théière bouilloire,theiere,1800,1899.0,"dessin, arts décoratifs","plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041329/0110241.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041329,,,,,,
Joconde_ii_0110331.jpg,manufacture de Sèvres,Théière oeuf,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041341/0110331.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041341,,,,,,
Joconde_ii_0041575.jpg,manufacture de Sèvres,Théière lizonnée,theiere,1750,1774.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190029401/0041575.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190029401,"Dessin comporte deux vues : la première est une vue en coupe d'une théière arrondie à pied mouluré et légèrement concave., couvercle assez plat, bec simple et anse arrondie , la seconde est une vue en plan représentant les huit lobes",,,,,
Joconde_ii_0110417.jpg,manufacture de Sèvres,Théière oeuf,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041340/0110417.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041340,,,,,,
Joconde_ii_0039129.jpg,"REGNIER Hyacinthe, manufacture de Sèvres",Théière Régnier,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, gouache, lavis, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032932/0039129.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032932,,,,"Forme et décoration en coloris et dorure d'une théière aà huit pans : petites fleurs sur fond bleau au col ; sur le pan central du corps, marque en coloris sur un médaillon trilobé et ajouré ; sur les autrs pans ;",,
Joconde_ii_0036197.jpg,"ASSELIN Charles Eloi, ASSELIN Père (dit), manufacture de Sèvres",Théière Asselin,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032415/0036197.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032415,"Décoration en coloris sur fond ocre d'une théière : frise de dauphins et flèches au col; cartel ovale avec, à l'intérieur, figure féminine tenant une branche et cigogne tenant dans son bec une guirlande; ornements rouges et dorés sur le bec et sur l'anse; Théière en coloris",,,,,
Joconde_ii_0037065.jpg,"PEYRE Jules Constant, manufacture de Sèvres",Théière Peyre,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, papier cartonné",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031696/0037065.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031696,"Forme et décor réalisés pour le Déjeuner Peyre, à décor de rinceaux bleus; Décoration de théière du service de déjeuner Peyre",,,,,
Joconde_ii_0110450.jpg,manufacture de Sèvres,Théière oeuf,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041339/0110450.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041339,,,,,,
Joconde_ii_0110687.jpg,manufacture de Sèvres,Théière Pestum,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042658/0110687.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042658,,,,,,
Joconde_ii_0041580.jpg,manufacture de Sèvres,Théière Verdun,theiere,1750,1774.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190029407/0041580.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190029407,Dessin de théière dont la forme est à rapprocher du précédent (2011.3.210.3),,,,,
Joconde_ii_0035675.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière chinoise,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031760/0035675.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031760,Théière chinoise,,,,,
Joconde_ii_0036184.jpg,"BODSON, manufacture de Sèvres",Théière Asselin,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032402/0036184.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032402,"Décoration en coloris sur le couvercle, couronnes de feuilles et rosaces au centre, filets d'or et bouton doré; cartel circulaire à portrait en manière de camée et, feuilles d'eau et tulipe sur le culot; filets d'or sur l'épaule et au culot; anse, bec et pied dorés",,,,,
Joconde_ii_0036191.jpg,manufacture de Sèvres,Théière ovale,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032409/0036191.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032409,"Décoration en dorure et coloris : étoiles dans des couronnes de lauriers sur l'épaule , et guirlande de feuillage sur la panse; bec de dragon et anse tête de dragon, et couvercle dorés; Théière",,,,,
Joconde_ii_0041583.jpg,manufacture de Sèvres,Théière Hébert,theiere,1750,1774.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190029410/0041583.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190029410,Vue en coupe avec bec simple et anse double enroulée et attache supérieure à feuilles,,,,,
Joconde_ii_0036199.jpg,"COURBLON, manufacture de Sèvres",Théière étrusque,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032416/0036199.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032416,Décoration en rouge sur fond noir d'ornements à l'antique : frise de palmettes sur le col et le culot; lyre et sistre sur la panse; Théière Etrusque,,,,,
Joconde_ii_0036189.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière ronde Fragonard,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032407/0036189.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032407,"Forme et décor en dorure d'une théière; couvercle à bords godronnés et bouton à deux têtes; anse recourbée en palmette; panse godronnée, bec doré en forme d'oiseau; en haut, autre angle de vue du bouton de couvercle; Théière",,,,,
Joconde_ii_0109888.jpg,manufacture de Sèvres,Théière déjeuner d'enfant,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190040928/0109888.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190040928,,,,,,
Joconde_ii_0110351.jpg,manufacture de Sèvres,Théière litron Fragonard,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041337/0110351.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041337,,,,,,
Joconde_ii_0110300.jpg,manufacture de Sèvres,Théière et tasse,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041350/0110300.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041350,,,,,,
Joconde_ii_0110442.jpg,manufacture de Sèvres,Théière et tasse,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041351/0110442.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041351,,,,,,
Joconde_ii_0110372.jpg,manufacture de Sèvres,Théière Wedgwood godronnée,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041344/0110372.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041344,,,,,,
Joconde_ii_0110257.jpg,manufacture de Sèvres,Théière Wedgwood godronnée,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041346/0110257.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041346,,,,,,
Joconde_ii_0110611.jpg,manufacture de Sèvres,Théière litron Fragonard,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190042666/0110611.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190042666,,,,,,
Joconde_ii_0036295.jpg,"REGNIER Hyacinthe, manufacture de Sèvres",Théière chinoise réticulée,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, gouache, lavis, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032606/0036295.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032606,Décoration de théière chinoise à grillage ou réticulé,,,,,
Joconde_ii_0118290.jpg,anonyme,Théière ; Dessin d'orfèvrerie,theiere,1725,1749.0,"dessin, arts décoratifs, orfèvrerie","papier vergé, plume, encre, lavis",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00130124206/0118290.jpg,https://www.pop.culture.gouv.fr/notice/joconde/00130124206,,,,"Plume, encre et lavis sur papier vergé ; Dessin. Théière Louis XV. Corps galbé. Canaux tournants. Anse à feuillage.",,
Joconde_ii_0036123.jpg,"PEYRE Jules Constant, manufacture de Sèvres",Théière Dimère réticulé,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, papier cartonné",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190031675/0036123.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190031675,Théière réticulée pour un déjeuner Dimère,,,,,
Joconde_ii_0039121.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière campanienne Fragonard,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, gouache, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032899/0039121.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032899,,,,"Théière Campanienne ; Forme et décoration en dorure d'une théière campanienne : petites fleurs au col ; grandes palmettes dans des arcatures et frise de grecques sur la panse ; grandes feuilles d'eau sur le culot , pied et anse dorés",,
Joconde_ii_0039126.jpg,"WILLERMET Antoine Gabriel, manufacture de Sèvres",Théière Wedgwood godronnée,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032923/0039126.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032923,,,,"Forme et décoration en dorure d'une théiére : frises de rinceaux et palmettes sur le col et sur la panse ; godrons sur la panse, de part et d'autre de la frise, et sur le couvercle ; Décoration de théière Wedgwood en dorure",,
Joconde_ii_0111474.jpg,"KIRSTEIN Joachim-Friedrich II (dessinateur, orfèvre)",Théière ; Dessin d'orfèvrerie,theiere,1800,1899.0,"dessin, arts décoratifs, orfèvrerie","papier vergé, plume, encre, lavis",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00130125438/0111474.jpg,https://www.pop.culture.gouv.fr/notice/joconde/00130125438,,,,"Plume, encre et lavis sur papier vergé ; Théière de style Louis XVI. Corps reposant sur un piédouche. Anse en bois noir. Au col, feuilles d'eau, rinceaux. Bouton, graine sur terrasse de feuille.",,
Joconde_ii_0110430.jpg,manufacture de Sèvres,Théière chinoise réticulée,theiere,1800,1899.0,"dessin, arts décoratifs","plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041330/0110430.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041330,,,,,,
Joconde_ii_0036195.jpg,manufacture de Sèvres,Théière étrusque B,theiere,1750,1799.0,"dessin, arts décoratifs, arts décoratifs","graphite, gouache, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032413/0036195.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032413,"Décoration d'une théière étrusque : frise de palmettes rouges sur fond noir au col : personnage féminin assis devant un secrétaire, en noir sur fond ocre, sur la panse; bec en forme de tête de dragon; Théière du Déjeuner Etrusque",,,,,
Joconde_ii_0036205.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière litron Fragonard,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032425/0036205.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032425,Décoration en dorure : palmettes en relief au col; cartel rond avec profil féminin et lyre dans une couronne de feuillage; bec doré en forme de cygne; anse et pied dorés; Dessin de théière Litron,,,,,
Joconde_ii_0113310.jpg,anonyme,Théière ; Dessin d'orfèvrerie,theiere,1775,1799.0,"dessin, arts décoratifs, orfèvrerie","papier vergé, plume, encre, lavis",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00130125001/0113310.jpg,https://www.pop.culture.gouv.fr/notice/joconde/00130125001,,,,"Plume, encre et lavis sur papier vergé ; Dessin. Théière ovale Louis XVI. Flancs verticaux : deux frises horizontales de postes. Couvercle à canaux, postes. Bouton : en vase sur terrasse de feuilles, anse bois, bec droit. Inscription : ""N°1 [...]?"" au revers : ""Cest celle q[...] la Comtes[se]"".",,
Joconde_ii_0113314.jpg,anonyme,Théière ; Dessin d'orfèvrerie,theiere,1775,1799.0,"dessin, arts décoratifs, orfèvrerie","papier vergé, plume, encre, crayon",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00130125000/0113314.jpg,https://www.pop.culture.gouv.fr/notice/joconde/00130125000,,,,"Plume, encre et crayon sur papier vergé ; Dessin. Théière ovale Louis XVI. Flancs verticaux. Deux frises horizontales de rinceaux ; couvercle à canaux, perles, bouton en vase sur terrasse de feuilles, anse bois, bec droit. Coupe. Inscription : ""ouverture"".",,
Joconde_ii_0036407.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière chinoise ronde,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032905/0036407.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032905,,,,Forme et décoration en doure d'une théière ; Théière Chinoise ronde de 1823,,
Joconde_ii_0039128.jpg,"FRAGONARD Alexandre Evariste, manufacture de Sèvres",Théière chinoise ronde,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, gouache, lavis, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032931/0039128.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032931,,,,"Forme et décoration en coloris d'une théière chinoise à pans : scène représentant une jeune femme assise sous un dais tenu par un homme, tandis qu'un second la rafraîchit avec un éventail ; grecques au culot ; Forme et décoration d'une théière chinoise sphérique",,
Joconde_ii_0110524.jpg,manufacture de Sèvres,Théière litron 2e grandeur,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041331/0110524.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041331,,,,,,
Joconde_ii_0004592.jpg,MATHEY Georges,Esquisse pour une théière (au recto) ; Etude de bois de lit (au verso. Doute sur le sujet),theiere,1900,1999.0,dessin,"crayon noir, papier (bis)",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/01720009119/0004592.jpg,https://www.pop.culture.gouv.fr/notice/joconde/01720009119,,,,Dessin au crayon sur papier bis,,
Joconde_ii_0036190.jpg,"ISABEY Jean-Baptiste, manufacture de Sèvres",Eléments décoratifs [Théière Pestum],theiere,1800,1899.0,"dessin, arts décoratifs","graphite, gouache, lavis, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190032408/0036190.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190032408,Décoration en dore et coloris : frise de fleurs au centre du couvercle et sur la partie supérieure de la panse; fleurs bleues et grandes feuilles sur le bord du couvercle et au culot; médaillon circulaire sur la panse; bec et anse dorés; Théière,,,,,
Joconde_ii_0118495.jpg,anonyme,Théière ; Cafetière ; Dessin d'orfèvrerie,theiere,1800,1899.0,"dessin, arts décoratifs, orfèvrerie","papier, plume, encre, lavis",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00130124991/0118495.jpg,https://www.pop.culture.gouv.fr/notice/joconde/00130124991,,,,Plume encre sur papier ; Dessin. Théière Louis XVI. Piédouche. Corps hémisphérique. Couvercle à bouton de bois tourné. Anse en bois. Bec courbe à anse d'animal.,,
Joconde_ii_0110254.jpg,manufacture de Sèvres,Théière à lampe Regnier,theiere,1825,1849.0,"dessin, arts décoratifs","graphite, plume, encre, lavis, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041326/0110254.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041326,,,,,,
Joconde_ii_0110270.jpg,manufacture de Sèvres,Théière litron 1ère grandeur,theiere,1800,1899.0,"dessin, arts décoratifs","graphite, plume, encre, papier",https://www.pop.culture.gouv.fr/,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/50190041333/0110270.jpg,https://www.pop.culture.gouv.fr/notice/joconde/50190041333,,,,,,
